Date,Account,Amount,AccountNum
2022-08-29,9045 Printing,-99.66,9045
2022-08-29,6035 Music and Rights,-24.43,6035
2022-08-29,6315 National Oversseas,-700.0,6315
2022-08-29,4053 Misc Income,11.7,4053
2022-08-29,5013 Wages Sr. Pastor,-2213.08,5013
2022-08-29,5018 Housing Sr. Pastor,-1361.03,5018
2022-08-29,5053 Wages APA,-2073.43,5053
2022-08-29,5056 Social Security Offset APA,-209.81,5056
2022-08-29,6373 Wages Mission Coordinator,-466.83,6373
2022-08-29,5003 Wages Administration,-2697.53,5003
2022-08-29,5043 Wages Music,-1682.78,5043
2022-08-29,9121 Wages Communication Specialist,-1666.0,9121
2022-08-29,5033 Wages Maintenance,-3760.99,5033
2022-08-29,6075 Vespers,-200.0,6075
2022-08-29,9007 Audio Visual Contract Services,-500.0,9007
2022-08-29,8025 NYS Unemployment Insurance,-28.37,8025
2022-08-29,6374 FICA Mission Cordinator,-35.71,6374
2022-08-29,5002 FICA Administration,-200.47,5002
2022-08-29,9122 FICA Communication Specialist,-127.45,9122
2022-08-29,5042 FICA Music,-128.74,5042
2022-08-29,5032 FICA Maintenance,-285.55,5032
2022-08-29,5016 Social Security Offset Sr. Pastor,-221.59,5016
2022-08-29,5058 Housing Expense APA,-1352.56,5058
2022-08-29,6315 National Oversseas,-250.0,6315
2022-08-29,6315 National Oversseas,-350.0,6315
2022-08-29,6310 Local Concerns,-500.0,6310
2022-08-29,4010 Current Year Pledges,2690.33,4010
2022-08-29,4012 Non Pledge Contributions,36.0,4012
2022-08-29,4052 Facility Use Income,700.0,4052
2022-08-29,4053 Misc Income,12.02,4053
2022-08-29,4053 Misc Income,12.02,4053
2022-08-31,9111 Advertising,-150.0,9111
2022-08-31,6450 Small Groups,-80.0,6450
2022-08-31,7010 Electricity 10N Church,-96.89,7010
2022-08-31,7015 Electricity 12N Church,-515.87,7015
2022-08-31,7045 Fuel 12N Church,-49.92,7045
2022-08-31,7020 Electricity 8N Church,-1313.77,7020
2022-08-31,7050 Fuel 8N Church,-128.2,7050
2022-08-31,7025 Electricity Parking Lot,-83.1,7025
2022-08-31,7040 Fuel 10N Church,-33.15,7040
2022-08-31,9112 Website,-200.0,9112
2022-08-31,5017 Business & Auto Expense Sr. Pastor,-5.0,5017
2022-08-31,6319 Minister Discretionary Sr. Minister,-212.0,6319
2022-08-31,4010 Current Year Pledges,755.0,4010
2022-08-31,8022 Finance Charge Online Giving,-23.47,8022
2022-08-31,4053 Misc Income,2.24,4053
2022-08-31,8035 Payroll Processing,-121.31,8035
2022-08-31,4053 Misc Income,0.19,4053
2022-09-01,4010 Current Year Pledges,741.38,4010
2022-09-06,8035 Payroll Processing,-118.7,8035
2022-09-06,9060 Telephone & Internet,-232.9,9060
2022-09-07,4010 Current Year Pledges,1948.0,4010
2022-09-07,4012 Non Pledge Contributions,68.0,4012
2022-09-07,4013 Vespers Offering,132.0,4013
2022-09-07,4022 Wednesday Lunch Offering,240.8,4022
2022-09-07,6120 Family Programming,-250.0,6120
2022-09-07,4053 Misc Income,23.79,4053
2022-09-07,4053 Misc Income,12.02,4053
2022-09-07,4053 Misc Income,12.0,4053
2022-09-07,4052 Facility Use Income,800.0,4052
2022-09-07,4054 Rental Income,1150.0,4054
2022-09-07,6310 Local Concerns,-20000.0,6310
2022-09-07,6310 Local Concerns,-5000.0,6310
2022-09-07,6310 Local Concerns,-8000.0,6310
2022-09-07,6310 Local Concerns,-1000.0,6310
2022-09-07,6310 Local Concerns,-4000.0,6310
2022-09-07,6310 Local Concerns,-2000.0,6310
2022-09-07,4041 Endowment Income,90000.0,4041
2022-09-07,4026 Audio Sound Project,10000.0,4026
2022-09-09,6035 Music and Rights,-69.22,6035
2022-09-09,8035 Payroll Processing,-126.74,8035
2022-09-12,8005 Audit and Consulting,-2000.0,8005
2022-09-12,4053 Misc Income,11.7,4053
2022-09-12,5013 Wages Sr. Pastor,-2213.08,5013
2022-09-12,5018 Housing Sr. Pastor,-1361.03,5018
2022-09-12,5016 Social Security Offset Sr. Pastor,-221.59,5016
2022-09-12,5053 Wages APA,-2073.43,5053
2022-09-12,5058 Housing Expense APA,-1352.56,5058
2022-09-12,5056 Social Security Offset APA,-209.81,5056
2022-09-12,6373 Wages Mission Coordinator,-477.0,6373
2022-09-12,5003 Wages Administration,-2702.71,5003
2022-09-12,5043 Wages Music,-1682.78,5043
2022-09-12,9121 Wages Communication Specialist,-1666.0,9121
2022-09-12,5033 Wages Maintenance,-3760.99,5033
2022-09-12,6075 Vespers,-300.0,6075
2022-09-12,9007 Audio Visual Contract Services,-600.0,9007
2022-09-12,8025 NYS Unemployment Insurance,-13.01,8025
2022-09-12,6374 FICA Mission Cordinator,-36.49,6374
2022-09-12,5002 FICA Administration,-200.87,5002
2022-09-12,9122 FICA Communication Specialist,-127.45,9122
2022-09-12,5042 FICA Music,-128.74,5042
2022-09-12,5032 FICA Maintenance,-285.55,5032
2022-09-12,4010 Current Year Pledges,2500.0,4010
2022-09-12,4022 Wednesday Lunch Offering,226.61,4022
2022-09-12,4053 Misc Income,23.79,4053
2022-09-12,4053 Misc Income,12.02,4053
2022-09-12,4053 Misc Income,21.3,4053
2022-09-12,4010 Current Year Pledges,1550.0,4010
2022-09-12,4012 Non Pledge Contributions,250.0,4012
2022-09-12,4031 Special Offerings,240.0,4031
2022-09-12,4013 Vespers Offering,88.0,4013
2022-09-14,6120 Family Programming,-35.94,6120
2022-09-14,6120 Family Programming,-309.95,6120
2022-09-14,6120 Family Programming,-1.99,6120
2022-09-14,8015 Insurance,-4994.85,8015
2022-09-14,7085 Repairs/Maint 12N Church,-361.2,7085
2022-09-14,4044 Birch Income,5471.75,4044
2022-09-16,9045 Printing,-525.0,9045
2022-09-16,9040 Postage,-3.37,9040
2022-09-16,7085 Repairs/Maint 12N Church,-300.0,7085
2022-09-16,5055 Retirement APA,-813.0,5055
2022-09-16,5035 Retirement Maintenance,-203.44,5035
2022-09-16,5004 Retirement Administration,-166.64,5004
2022-09-16,9123 Retirement Communication Specialist,-132.0,9123
2022-09-16,5035 Retirement Maintenance,-95.16,5035
2022-09-16,5014 Medical Sr. Pastor,-64.53,5014
2022-09-16,5054 Medical  APA,-64.53,5054
2022-09-16,5005 Medical Administration,-32.26,5005
2022-09-16,8035 Payroll Processing,-121.31,8035
2022-09-16,4010 Current Year Pledges,100.0,4010
2022-09-16,4022 Wednesday Lunch Offering,307.0,4022
2022-09-19,4052 Facility Use Income,-125.0,4052
2022-09-19,6366 Covenant fund lunch program,-158.15,6366
2022-09-19,6120 Family Programming,-560.0,6120
2022-09-19,7110 Supplies/Materials (Maint.),-39.72,7110
2022-09-19,7095 Security,-232.95,7095
2022-09-19,7110 Supplies/Materials (Maint.),-135.69,7110
2022-09-19,7110 Supplies/Materials (Maint.),-21.26,7110
2022-09-19,7095 Security,-461.63,7095
2022-09-19,7110 Supplies/Materials (Maint.),-37.12,7110
2022-09-19,6120 Family Programming,-425.0,6120
2022-09-19,6120 Family Programming,-475.0,6120
2022-09-20,9015 Copier-Cannon/Rent & Maintenance,-696.96,9015
2022-09-21,4010 Current Year Pledges,2601.33,4010
2022-09-21,4012 Non Pledge Contributions,47.0,4012
2022-09-21,4013 Vespers Offering,66.0,4013
2022-09-21,4053 Misc Income,23.79,4053
2022-09-21,9060 Telephone & Internet,-119.0,9060
2022-09-21,5054 Medical  APA,-1837.1,5054
2022-09-21,5034 Medical Maintenance,-563.56,5034
2022-09-21,5005 Medical Administration,-886.19,5005
2022-09-21,8015 Insurance,-2391.1,8015
2022-09-21,9005 Internet/comp. repair,-471.33,9005
2022-09-21,9020 Equipment,-339.98,9020
2022-09-21,9061 Contract Services,-16.19,9061
2022-09-21,9025 Office Supplies,-72.45,9025
2022-09-21,9061 Contract Services,-29.98,9061
2022-09-21,9061 Contract Services,-107.99,9061
2022-09-21,6405 Books (Library),-24.95,6405
2022-09-21,9025 Office Supplies,-122.04,9025
2022-09-21,9115 Paper,-60.99,9115
2022-09-21,9025 Office Supplies,-32.09,9025
2022-09-21,9061 Contract Services,-216.0,9061
2022-09-21,9025 Office Supplies,-8.99,9025
2022-09-21,6405 Books (Library),-28.88,6405
2022-09-21,6420 Guest Spearkers and Adult Forum,-29.05,6420
2022-09-21,6366 Covenant fund lunch program,-178.81,6366
2022-09-21,6366 Covenant fund lunch program,-21.95,6366
2022-09-21,6366 Covenant fund lunch program,-108.79,6366
2022-09-21,6366 Covenant fund lunch program,-178.73,6366
2022-09-21,6065 Special Worship,-43.15,6065
2022-09-21,6366 Covenant fund lunch program,-205.03,6366
2022-09-21,6366 Covenant fund lunch program,-178.19,6366
2022-09-21,5057 Business & Auto Expense APA,-1.5,5057
2022-09-21,5057 Business & Auto Expense APA,-17.22,5057
2022-09-21,5057 Business & Auto Expense APA,-10.53,5057
2022-09-21,5057 Business & Auto Expense APA,-91.74,5057
2022-09-21,5057 Business & Auto Expense APA,-17.25,5057
2022-09-21,5057 Business & Auto Expense APA,-5.26,5057
2022-09-21,6450 Small Groups,-14.99,6450
2022-09-21,5051 Continuing Ed Assoc. Pastor,-43.56,5051
2022-09-21,5051 Continuing Ed Assoc. Pastor,-50.0,5051
2022-09-21,5057 Business & Auto Expense APA,-5.18,5057
2022-09-21,5057 Business & Auto Expense APA,-20.0,5057
2022-09-21,5057 Business & Auto Expense APA,-8.0,5057
2022-09-21,5015 Retirement Sr. Pastor,-992.1,5015
2022-09-21,5019 Disability Life,-106.3,5019
2022-09-23,5051 Continuing Ed Assoc. Pastor,-300.0,5051
2022-09-23,4010 Current Year Pledges,500.0,4010
2022-09-23,4022 Wednesday Lunch Offering,136.0,4022
2022-09-23,8022 Finance Charge Online Giving,-45.2,8022
2022-09-23,6610 Coffee Hour,-20.22,6610
2022-09-23,4053 Misc Income,24.0,4053
2022-09-23,4053 Misc Income,12.02,4053
2022-09-26,4010 Current Year Pledges,455.0,4010
2022-09-26,4023 Online Giving Fee,3.58,4023
2022-09-26,6450 Small Groups,-12.02,6450
2022-09-26,9045 Printing,-381.64,9045
2022-09-26,5020 Pastoral Search Expense,-236.17,5020
2022-09-26,5020 Pastoral Search Expense,-221.25,5020
2022-09-26,7075 Regular Services,-440.0,7075
2022-09-26,9040 Postage,-6.17,9040
2022-09-26,6016 Organ Expense,-310.0,6016
2022-09-27,4053 Misc Income,11.7,4053
2022-09-27,5013 Wages Sr. Pastor,-2213.08,5013
2022-09-27,5018 Housing Sr. Pastor,-1361.03,5018
2022-09-27,5016 Social Security Offset Sr. Pastor,-221.59,5016
2022-09-27,5053 Wages APA,-2073.43,5053
2022-09-27,5058 Housing Expense APA,-1352.56,5058
2022-09-27,5056 Social Security Offset APA,-209.81,5056
2022-09-27,6373 Wages Mission Coordinator,-494.72,6373
2022-09-27,5003 Wages Administration,-2806.5,5003
2022-09-27,5043 Wages Music,-1682.78,5043
2022-09-27,9121 Wages Communication Specialist,-1666.0,9121
2022-09-27,5033 Wages Maintenance,-3760.99,5033
2022-09-27,6075 Vespers,-400.0,6075
2022-09-27,9007 Audio Visual Contract Services,-800.0,9007
2022-09-27,8025 NYS Unemployment Insurance,-15.19,8025
2022-09-27,4052 Facility Use Income,-200.0,4052
2022-09-27,6374 FICA Mission Cordinator,-37.84,6374
2022-09-27,5002 FICA Administration,-208.81,5002
2022-09-27,9122 FICA Communication Specialist,-127.45,9122
2022-09-27,5042 FICA Music,-128.74,5042
2022-09-27,5032 FICA Maintenance,-285.55,5032
2022-09-28,7010 Electricity 10N Church,-71.57,7010
2022-09-28,7015 Electricity 12N Church,-439.59,7015
2022-09-28,7045 Fuel 12N Church,-51.94,7045
2022-09-28,7020 Electricity 8N Church,-1071.55,7020
2022-09-28,7050 Fuel 8N Church,-137.17,7050
2022-09-28,7040 Fuel 10N Church,-32.51,7040
2022-09-28,5014 Medical Sr. Pastor,-1548.74,5014
2022-09-28,4010 Current Year Pledges,2596.67,4010
2022-09-28,4012 Non Pledge Contributions,65.0,4012
2022-09-28,4013 Vespers Offering,79.0,4013
2022-09-28,4021 Charitable Distributions,850.0,4021
2022-09-28,4031 Special Offerings,95.0,4031
2022-09-28,4053 Misc Income,23.79,4053
2022-09-30,5054 Medical  APA,-773.52,5054
2022-09-30,8035 Payroll Processing,-129.13,8035
2022-09-30,7075 Regular Services,-84.0,7075
2022-09-30,8015 Insurance,-80.28,8015
2022-09-30,4022 Wednesday Lunch Offering,205.0,4022
2022-09-30,4010 Current Year Pledges,972.5,4010
2022-09-30,4023 Online Giving Fee,106.53,4023
2022-09-30,4013 Vespers Offering,10.28,4013
2022-09-30,4053 Misc Income,0.18,4053
2022-09-30,4053 Misc Income,2.19,4053
2022-09-30,8022 Finance Charge Online Giving,-20.27,8022
2022-10-04,9060 Telephone & Internet,-216.9,9060
2022-10-04,7025 Electricity Parking Lot,-81.09,7025
2022-10-04,7095 Security,-441.06,7095
2022-10-04,5059 Disability Life Associate Pastor,-773.52,5059
2022-10-04,7075 Regular Services,-391.53,7075
2022-10-05,4010 Current Year Pledges,2758.0,4010
2022-10-05,4012 Non Pledge Contributions,714.0,4012
2022-10-05,4013 Vespers Offering,30.0,4013
2022-10-05,4031 Special Offerings,1042.0,4031
2022-10-07,4010 Current Year Pledges,100.0,4010
2022-10-07,4022 Wednesday Lunch Offering,140.0,4022
2022-10-07,4054 Rental Income,1150.0,4054
2022-10-07,4053 Misc Income,23.79,4053
2022-10-07,6076 Flowers Expenses,-40.0,6076
2022-10-12,4010 Current Year Pledges,590.5,4010
2022-10-12,4031 Special Offerings,304.13,4031
2022-10-12,4053 Misc Income,13.0,4053
2022-10-12,5013 Wages Sr. Pastor,-2213.08,5013
2022-10-12,5018 Housing Sr. Pastor,-1361.03,5018
2022-10-12,5016 Social Security Offset Sr. Pastor,-221.59,5016
2022-10-12,5053 Wages APA,-2073.43,5053
2022-10-12,5058 Housing Expense APA,-1352.56,5058
2022-10-12,5056 Social Security Offset APA,-209.81,5056
2022-10-12,6373 Wages Mission Coordinator,-465.96,6373
2022-10-12,5003 Wages Administration,-2682.46,5003
2022-10-12,5043 Wages Music,-2283.26,5043
2022-10-12,9121 Wages Communication Specialist,-1666.0,9121
2022-10-12,5033 Wages Maintenance,-3760.99,5033
2022-10-12,6075 Vespers,-300.0,6075
2022-10-12,9007 Audio Visual Contract Services,-800.0,9007
2022-10-12,8025 NYS Unemployment Insurance,-25.2,8025
2022-10-12,6374 FICA Mission Cordinator,-35.65,6374
2022-10-12,5002 FICA Administration,-199.32,5002
2022-10-12,9122 FICA Communication Specialist,-127.45,9122
2022-10-12,5042 FICA Music,-174.68,5042
2022-10-12,5032 FICA Maintenance,-285.55,5032
2022-10-12,4010 Current Year Pledges,4246.0,4010
2022-10-12,4013 Vespers Offering,121.0,4013
2022-10-12,4021 Charitable Distributions,1000.0,4021
2022-10-12,4031 Special Offerings,558.55,4031
2022-10-12,4052 Facility Use Income,275.0,4052
2022-10-12,4053 Misc Income,23.79,4053
2022-10-12,4053 Misc Income,23.79,4053
2022-10-12,4051 Designated Funds,150.0,4051
2022-10-14,4010 Current Year Pledges,800.0,4010
2022-10-14,4022 Wednesday Lunch Offering,158.0,4022
2022-10-14,8035 Payroll Processing,-123.91,8035
2022-10-14,8005 Audit and Consulting,-1600.0,8005
2022-10-17,5055 Retirement APA,-813.0,5055
2022-10-17,5035 Retirement Maintenance,-203.44,5035
2022-10-17,5004 Retirement Administration,-166.64,5004
2022-10-17,9123 Retirement Communication Specialist,-132.0,9123
2022-10-17,5035 Retirement Maintenance,-95.16,5035
2022-10-17,7075 Regular Services,-690.0,7075
2022-10-17,5054 Medical  APA,-1837.1,5054
2022-10-17,9005 Internet/comp. repair,-15.59,9005
2022-10-17,9114 Volunteer needs,-40.93,9114
2022-10-17,9061 Contract Services,-15.48,9061
2022-10-17,9061 Contract Services,-16.19,9061
2022-10-17,9015 Copier-Cannon/Rent & Maintenance,-333.87,9015
2022-10-17,9015 Copier-Cannon/Rent & Maintenance,-245.0,9015
2022-10-17,9015 Copier-Cannon/Rent & Maintenance,-10.0,9015
2022-10-17,9061 Contract Services,-339.84,9061
2022-10-17,9112 Website,-21.6,9112
2022-10-17,6405 Books (Library),-50.67,6405
2022-10-17,9061 Contract Services,-29.98,9061
2022-10-17,9061 Contract Services,-40.0,9061
2022-10-17,6078 Audio Sound project/Video Streaming,-6790.0,6078
2022-10-17,9005 Internet/comp. repair,-616.43,9005
2022-10-17,9005 Internet/comp. repair,-123.61,9005
2022-10-17,9115 Paper,-70.48,9115
2022-10-17,9035 Paper,-133.58,9035
2022-10-17,9061 Contract Services,-15.17,9061
2022-10-17,9114 Volunteer needs,-35.59,9114
2022-10-17,6366 Covenant fund lunch program,-328.65,6366
2022-10-17,6366 Covenant fund lunch program,-21.05,6366
2022-10-17,6366 Covenant fund lunch program,-160.91,6366
2022-10-17,6366 Covenant fund lunch program,-19.77,6366
2022-10-17,6366 Covenant fund lunch program,-106.19,6366
2022-10-17,6366 Covenant fund lunch program,-64.19,6366
2022-10-17,6366 Covenant fund lunch program,-7.32,6366
2022-10-17,6366 Covenant fund lunch program,-34.01,6366
2022-10-17,6366 Covenant fund lunch program,-170.0,6366
2022-10-17,6366 Covenant fund lunch program,-172.63,6366
2022-10-17,7075 Regular Services,-2526.75,7075
2022-10-19,4010 Current Year Pledges,3546.0,4010
2022-10-19,4012 Non Pledge Contributions,65.0,4012
2022-10-19,4013 Vespers Offering,109.0,4013
2022-10-19,4021 Charitable Distributions,701965.95,4021
2022-10-19,4052 Facility Use Income,325.0,4052
2022-10-19,4053 Misc Income,23.79,4053
2022-10-19,7075 Regular Services,-1900.0,7075
2022-10-19,7075 Regular Services,-3332.0,7075
2022-10-19,5014 Medical Sr. Pastor,-64.53,5014
2022-10-19,5054 Medical  APA,-64.53,5054
2022-10-19,5005 Medical Administration,-32.26,5005
2022-10-19,7055 Grounds Upkeep,-149.7,7055
2022-10-19,7055 Grounds Upkeep,16.95,7055
2022-10-19,7110 Supplies/Materials (Maint.),-39.69,7110
2022-10-19,7110 Supplies/Materials (Maint.),-44.01,7110
2022-10-19,7110 Supplies/Materials (Maint.),-91.86,7110
2022-10-19,7090 Repairs/Maint 8N Church,-111.46,7090
2022-10-19,7120 Operation/Maintenance,-58.47,7120
2022-10-19,7110 Supplies/Materials (Maint.),-51.71,7110
2022-10-19,9015 Copier-Cannon/Rent & Maintenance,-643.0,9015
2022-10-19,9015 Copier-Cannon/Rent & Maintenance,-53.96,9015
2022-10-19,4010 Current Year Pledges,500.0,4010
2022-10-19,4022 Wednesday Lunch Offering,216.0,4022
2022-10-19,8015 Insurance,-2367.9,8015
2022-10-19,9060 Telephone & Internet,-119.0,9060
2022-10-19,4010 Current Year Pledges,336.38,4010
2022-10-19,4013 Vespers Offering,10.28,4013
2022-10-19,4041 Endowment Income,110000.0,4041
2022-10-19,4026 Audio Sound Project,20000.0,4026
2022-10-25,5051 Continuing Ed Assoc. Pastor,-22.04,5051
2022-10-25,5057 Business & Auto Expense APA,-135.0,5057
2022-10-25,5057 Business & Auto Expense APA,-10.53,5057
2022-10-25,5051 Continuing Ed Assoc. Pastor,-68.98,5051
2022-10-25,6450 Small Groups,-309.29,6450
2022-10-25,5051 Continuing Ed Assoc. Pastor,-7.04,5051
2022-10-25,5051 Continuing Ed Assoc. Pastor,-22.66,5051
2022-10-25,6450 Small Groups,-14.99,6450
2022-10-25,5057 Business & Auto Expense APA,-5.18,5057
2022-10-25,5057 Business & Auto Expense APA,-8.0,5057
2022-10-25,9020 Equipment,-1008.81,9020
2022-10-25,9005 Internet/comp. repair,-202.61,9005
2022-10-25,7080 Repairs/Maint 10N Church,-11400.0,7080
2022-10-25,5051 Continuing Ed Assoc. Pastor,-150.0,5051
2022-10-25,7085 Repairs/Maint 12N Church,-250.0,7085
2022-10-25,7075 Regular Services,-300.0,7075
2022-10-25,4010 Current Year Pledges,1676.67,4010
2022-10-25,4021 Charitable Distributions,5000.0,4021
2022-10-25,4010 Current Year Pledges,580.5,4010
2022-10-25,4023 Online Giving Fee,1.38,4023
2022-10-26,6310 Local Concerns,-1000.0,6310
2022-10-26,5015 Retirement Sr. Pastor,-992.1,5015
2022-10-26,5019 Disability Life,-106.3,5019
2022-10-26,7010 Electricity 10N Church,-44.87,7010
2022-10-26,7015 Electricity 12N Church,-468.15,7015
2022-10-26,7020 Electricity 8N Church,-579.9,7020
2022-10-26,7050 Fuel 8N Church,-1104.59,7050
2022-10-26,6020 Instrument Maintenance,-360.0,6020
2022-10-26,5034 Medical Maintenance,-563.56,5034
2022-10-26,5005 Medical Administration,-886.19,5005
2022-10-26,6315 National Oversseas,-2000.0,6315
2022-10-27,5014 Medical Sr. Pastor,-1548.74,5014
2022-10-27,8035 Payroll Processing,-252.0,8035
2022-10-27,6323 Albany Synod Programs,-6000.0,6323
2022-10-27,6310 Local Concerns,-5000.0,6310
2022-10-27,6305 Education (M&B),-7000.0,6305
2022-10-27,6315 National Oversseas,-3500.0,6315
2022-10-27,6315 National Oversseas,-3400.0,6315
2022-10-27,6315 National Oversseas,-3400.0,6315
2022-10-27,4010 Current Year Pledges,2537.0,4010
2022-10-27,4012 Non Pledge Contributions,51.0,4012
2022-10-27,4013 Vespers Offering,53.0,4013
2022-10-27,4031 Special Offerings,400.0,4031
2022-10-27,4053 Misc Income,11.14,4053
2022-10-27,5013 Wages Sr. Pastor,-2213.08,5013
2022-10-27,5018 Housing Sr. Pastor,-1361.03,5018
2022-10-27,5016 Social Security Offset Sr. Pastor,-221.59,5016
2022-10-27,5053 Wages APA,-2073.43,5053
2022-10-27,5058 Housing Expense APA,-1352.56,5058
2022-10-27,5056 Social Security Offset APA,-209.81,5056
2022-10-27,6373 Wages Mission Coordinator,-148.16,6373
2022-10-27,5003 Wages Administration,-2729.0,5003
2022-10-27,5043 Wages Music,-1682.78,5043
2022-10-27,9121 Wages Communication Specialist,-1666.0,9121
2022-10-27,5033 Wages Maintenance,-3760.99,5033
2022-10-27,6075 Vespers,-200.0,6075
2022-10-27,9007 Audio Visual Contract Services,-800.0,9007
2022-10-27,8025 NYS Unemployment Insurance,-13.57,8025
2022-10-27,4052 Facility Use Income,-250.0,4052
2022-10-27,6374 FICA Mission Cordinator,-11.34,6374
2022-10-27,5002 FICA Administration,-202.88,5002
2022-10-27,9122 FICA Communication Specialist,-127.45,9122
2022-10-27,5042 FICA Music,-128.74,5042
2022-10-27,5032 FICA Maintenance,-285.55,5032
2022-10-28,8035 Payroll Processing,-121.31,8035
2022-10-28,7045 Fuel 12N Church,-285.43,7045
2022-10-28,7040 Fuel 10N Church,-192.69,7040
2022-10-28,4022 Wednesday Lunch Offering,247.75,4022
2022-10-28,6340 Special Offering,-11846.0,6340
2022-10-31,6620 Supplies Hospitality,-131.76,6620
2022-10-31,6025 Misc Music Expense,-32.64,6025
2022-10-31,6025 Misc Music Expense,-33.45,6025
2022-10-31,6025 Misc Music Expense,-22.5,6025
2022-10-31,6025 Misc Music Expense,-32.64,6025
2022-10-31,6035 Music and Rights,-34.08,6035
2022-10-31,4010 Current Year Pledges,887.5,4010
2022-10-31,4023 Online Giving Fee,291.53,4023
2022-10-31,4053 Misc Income,10.05,4053
2022-10-31,4053 Misc Income,0.03,4053
2022-10-31,8022 Finance Charge Online Giving,-38.3,8022
2022-10-31,8022 Finance Charge Online Giving,-37.62,8022
2022-10-31,7090 Repairs/Maint 8N Church,-1330.0,7090
2022-10-31,7080 Repairs/Maint 10N Church,-465.3,7080
2022-11-02,4010 Current Year Pledges,3921.0,4010
2022-11-02,4013 Vespers Offering,92.0,4013
2022-11-02,7070 Misc Grounds Supplies,-1128.26,7070
2022-11-02,4054 Rental Income,1150.0,4054
2022-11-02,4052 Facility Use Income,625.0,4052
2022-11-02,8110 Archives & Restoration,-129.47,8110
2022-11-04,6076 Flowers Expenses,-160.0,6076
2022-11-04,6075 Vespers,-400.0,6075
2022-11-04,7025 Electricity Parking Lot,-77.11,7025
2022-11-04,9060 Telephone & Internet,-168.9,9060
2022-11-04,7075 Regular Services,-399.24,7075
2022-11-04,4010 Current Year Pledges,776.0,4010
2022-11-04,4022 Wednesday Lunch Offering,241.0,4022
2022-11-04,9045 Printing,-520.13,9045
2022-11-08,4010 Current Year Pledges,170.0,4010
2022-11-08,4013 Vespers Offering,267.75,4013
2022-11-08,9030 Other Admin Expense,-40.08,9030
2022-11-09,6610 Coffee Hour,-14.56,6610
2022-11-09,8015 Insurance,-196.3,8015
2022-11-09,6520 Supplies/Materials (Support & Care),-16.56,6520
2022-11-09,8005 Audit and Consulting,-1000.0,8005
2022-11-09,4010 Current Year Pledges,5659.0,4010
2022-11-09,4012 Non Pledge Contributions,84.0,4012
2022-11-09,4013 Vespers Offering,70.0,4013
2022-11-09,4021 Charitable Distributions,624.0,4021
2022-11-10,9040 Postage,-300.0,9040
2022-11-10,6076 Flowers Expenses,-34.21,6076
2022-11-10,7085 Repairs/Maint 12N Church,-2228.83,7085
2022-11-10,7090 Repairs/Maint 8N Church,-2318.6,7090
2022-11-10,4022 Wednesday Lunch Offering,302.0,4022
2022-11-10,7120 Operation/Maintenance,-719.99,7120
2022-11-10,7095 Security,-27.09,7095
2022-11-10,7110 Supplies/Materials (Maint.),-52.95,7110
2022-11-10,7110 Supplies/Materials (Maint.),-37.71,7110
2022-11-10,7120 Operation/Maintenance,-70.63,7120
2022-11-10,7095 Security,-109.98,7095
2022-11-10,7110 Supplies/Materials (Maint.),-67.22,7110
2022-11-10,6366 Covenant fund lunch program,-195.5,6366
2022-11-10,6366 Covenant fund lunch program,-152.01,6366
2022-11-10,6366 Covenant fund lunch program,-73.72,6366
2022-11-10,6366 Covenant fund lunch program,-175.33,6366
2022-11-10,6366 Covenant fund lunch program,-34.87,6366
2022-11-10,6366 Covenant fund lunch program,-217.9,6366
2022-11-10,6366 Covenant fund lunch program,-22.71,6366
2022-11-11,5013 Wages Sr. Pastor,-2213.08,5013
2022-11-11,5018 Housing Sr. Pastor,-1361.03,5018
2022-11-11,5016 Social Security Offset Sr. Pastor,-221.59,5016
2022-11-11,5053 Wages APA,-2073.43,5053
2022-11-11,5058 Housing Expense APA,-1352.56,5058
2022-11-11,5056 Social Security Offset APA,-209.81,5056
2022-11-11,6373 Wages Mission Coordinator,-725.67,6373
2022-11-11,5003 Wages Administration,-2758.46,5003
2022-11-11,5043 Wages Music,-1682.78,5043
2022-11-11,9121 Wages Communication Specialist,-1666.0,9121
2022-11-11,5033 Wages Maintenance,-3760.99,5033
2022-11-11,5073 Wages Youth,-901.32,5073
2022-11-11,6075 Vespers,-300.0,6075
2022-11-11,9007 Audio Visual Contract Services,-875.0,9007
2022-11-11,8025 NYS Unemployment Insurance,-32.73,8025
2022-11-11,4052 Facility Use Income,-375.0,4052
2022-11-11,6050 Musicians,-50.0,6050
2022-11-11,6374 FICA Mission Cordinator,-55.51,6374
2022-11-11,5002 FICA Administration,-205.13,5002
2022-11-11,9122 FICA Communication Specialist,-127.45,9122
2022-11-11,5042 FICA Music,-128.74,5042
2022-11-11,5032 FICA Maintenance,-285.55,5032
2022-11-11,5072 FICA Youth,-68.95,5072
2022-11-11,4053 Misc Income,11.7,4053
2022-11-14,8010 Classis Assessments,-9963.92,8010
2022-11-14,5020 Pastoral Search Expense,-307.54,5020
2022-11-14,7090 Repairs/Maint 8N Church,-3580.66,7090
2022-11-14,5055 Retirement APA,-813.0,5055
2022-11-14,5035 Retirement Maintenance,-203.44,5035
2022-11-14,5004 Retirement Administration,-166.64,5004
2022-11-14,9123 Retirement Communication Specialist,-132.0,9123
2022-11-14,5035 Retirement Maintenance,-95.16,5035
2022-11-14,4010 Current Year Pledges,265.0,4010
2022-11-14,4031 Special Offerings,175.0,4031
